,33N,35N,36N,37N,42N,47N,54N,63N,64N,66N,77N,79N,84N,85N,86N,88N,92N,99N,100N,101N,107N,109N,110N,126N,2,4,5,6,7,8,10,12,13,14,23,24,25,27,29,49,50,69,70,71,72,73,90,93,98,106,114,112,115,118,119,120,121,34N,38N,39N,46N,53N,55N,56N,57N,58N,59N,62N,65N,67N,68,75N,78N,83N,89N,102N,103N,104N,108N,111N,1,16,18,21,41,48,51,60,74,91,94,97,113,117,122,Pool1,Pool1v2,Pool2,Pool2v2
Label,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,Pool,Pool,Pool,Pool
F978,91578.60049,41110.27812,38398.90668,68790.58327,NA,119352.8448,49064.35625,233266.947,153553.7926,116389.6964,42034.727,29836.40968,NA,55381.07143,91717.83119,19355.3244,NA,63448.884,169736.5105,89139.47111,109385.8206,59443.81714,55827.43133,304562.6876,51140.674,53180.79643,33307.28273,98706.21347,86230.29738,70386.11169,106870.3668,99836.58182,NA,369687.7771,208845.5301,65313.91238,NA,NA,70432.17025,190482.448,110380.941,100081.8347,52754.6838,103622.3257,91566.78109,56626.3035,260238.2136,123087.6102,303204.3884,114210.6333,39204.87167,94185.74278,313278.3962,77065.44686,62962.75543,79592.61567,92082.3475,98536.55042,14891.7062,96560.01579,90424.27927,119048.2359,NA,104340.6156,45745.66917,80527.91855,188653.234,NA,23283.06558,153182.3784,142937.6044,46922.25867,72292.05225,141060.5585,31411.7418,306700.3659,303724.5013,61036.77309,82452.2052,98187.99628,61955.3976,183915.3889,162497.0911,7188.026326,50222.94733,NA,190086.4007,86405.99625,65976.15819,116470.2006,80623.40509,41617.665,139270.3912,244894.1197,NA,46045.33365,54659.88895,92701.6068,115267.0643
F979,37489.4585,48227.54618,50380.713,NA,175391.2884,161300.8986,25721.226,NA,106829.408,NA,78331.91233,83820.9775,41230.17333,NA,3920128.82,NA,32439.85551,67785.44823,116658.216,2913.516136,4609.99,NA,240038.3071,27751.20199,3385.199261,20779.91787,NA,56489.61175,32554.62387,5452.575394,16978.5648,5901.532288,47543.1744,18357.14094,24756.83571,NA,79950.42738,17283.25612,132730.3867,40975.74,155114.1868,176145.7625,95357.95179,10518.75613,49703.4114,91623.9828,NA,NA,NA,110342.8255,42582.5375,297737.6207,47910.24,NA,NA,NA,21158.349,46544.53385,213135.1077,NA,434349.3246,212360.7291,1973.972076,52103.50923,125353.1711,168617.9,23486.57457,24341.78667,18206.07561,26811.70558,76186.41164,52062.04889,310226.4092,16512.146,6121.088271,88414.32708,207737.3333,114891.0083,70412.016,133511.7109,52127.0676,NA,4548.940317,NA,NA,NA,63958.78344,78051.7875,28069.49955,48242.75091,14590.319,414326.2514,68927.53425,55591.63675,52419.16747,1645387.964,3011786.739,20282.262,12947.4528
F980,84312.84343,984025.1821,7856.904043,4096.667255,NA,72497.51446,60260.99718,14540.688,NA,NA,76414.15073,616385.3429,147603.324,NA,75107.72222,33647.67929,27526.3086,39423.75819,194289.0609,63025.62529,NA,63265.44167,518462.996,57214.8498,NA,NA,NA,149332.7436,259118.7053,456871.8864,233387.0675,14835.78102,1275075.975,39486.21989,11802.71307,616426.8708,274862.5928,NA,629959.3732,76962.40143,36222.21429,424669.7028,116226.1665,15338.694,160372.4163,40957.78,18992.82579,307265.6322,9111.424944,194669.4378,318674.8029,19990.29519,79402.37964,NA,100302.5205,NA,118321.081,NA,NA,51292.332,NA,10509.52431,161622.108,238357.45,11368.01418,NA,168820.8947,33906.18786,1492343.857,39871.93662,NA,287884.8311,NA,10429.30501,43943.42138,229881.0156,NA,NA,337508.5983,11377.5621,536371.3812,166160.6406,176724.499,NA,24279.26571,NA,91276.927,NA,157268.247,3367.453217,89749.1166,577763.2771,40701.892,NA,NA,240838.0119,195335.3148,304692.025,320150.7656
F981,33904.36031,5760.19254,33026.33829,34317.738,108893.5303,100575.613,76897.53915,60390.648,113685.1473,5144.309797,21476.94566,40892.78375,20224.69867,2718.281263,23738.6598,NA,21899.98875,108314.8083,10252.48011,NA,13571.25967,8425.486654,36185.39925,11914.13,51457.26717,15994.1433,71881.32343,96411.58475,180743.532,51170.77029,36584.56133,45247.34057,405.8151245,8203.9116,4735.874382,9406.632385,83099.60425,90024.52333,29308.36067,46479.18786,112335.2003,215714.2869,152595.885,112343.6568,62837.06,133255.2178,30516.08914,14325.36852,25915.34786,6974.42664,7391.222059,63171.5435,107451.6825,2855.641041,7385.392578,10121.5138,15254.876,52981.08833,58461.16575,2953.416016,34943.37284,130505.3422,NA,35314.3195,44915.967,18988.22357,3255.820118,70383.67273,28791.483,174034.3956,31710.90214,22489.16767,2768.753161,44904.375,54903.7835,34119.83314,48596.64071,14670.12784,104253.9885,9367.993894,27705.9126,9510.320553,6792.730169,126769.7671,NA,NA,37615.15659,33244.83771,92097.87525,849.2197266,53434.2105,59516.7744,40515.18171,5793.896027,28166.16078,14299.4718,62339.30224,24120.74057,39199.82
F982,767305.08,771277.2941,408274.8186,43127.92859,343758.5725,200714.1986,135374.2197,158009.3472,435797.4308,70302.9924,146082.3584,262060.4252,372874.9241,69306.732,197874.7158,37888.4616,177916.0962,91775.6,41227.00294,131627.7973,137876.5451,91086.1686,357818.9284,211360.9756,160158.8736,186466.8684,76631.00219,60498.73954,202249.849,42287.81778,178397.49,105526.5886,359801.8343,100004.3316,108374.6114,225551.0241,371571.5675,NA,230058.6713,298470.2556,267050.4484,226466.6748,168209.124,108850.0477,483377.4356,204295,99458.6599,38639.10017,99028.604,55290.30977,122562.7674,98159.80469,252897.4334,90082.08986,116920.2084,75679.79838,136121.3585,84288.946,660631.5237,184357.5192,183811.4915,360147.8889,57997.33208,111938.193,317651.6641,38070.33517,138495.168,63399.01967,66472.4382,69329.46,297001.1568,147758.0706,108835.6699,126882.9348,410994.3787,189792.8868,173193.2689,286045.3128,250733.5643,123679.446,52962.2262,83999.328,40959.633,358429.716,94077.97143,94487.83183,107714.1773,107991.5103,96808.94489,149731.6109,119230.6112,326140.3137,196524.2604,317423.1275,253429.2264,62893.435,83195.90948,150316.5744,154594.9064
F983,405858.2387,343960.9869,NA,20907.56538,113483.2321,32967.14233,13469.10129,127289.346,114688.5689,36626.14339,215638.5492,118726.7289,136929.0356,74133.5466,NA,357837.5842,47519.74769,NA,74712.52296,186535.4587,172690.3889,169010.1345,477885.3341,145685.7846,81342.3755,195223.5612,46124.2703,256395.9743,92528.92222,243824.4647,126194.9422,NA,8330.555742,363573.9384,161291.7756,115375.9133,215429.219,74173.0327,312616.7268,110864.8561,130048.36,NA,NA,92222.80811,349528.7297,33395.88334,112671.8924,17153.87649,NA,94693.94626,58238.93429,166612.644,180770.5659,99926.3547,119311.6094,494712.135,7478.511,154713.879,147888.6267,227680.8185,72569.18055,177969.8531,NA,81376.5768,NA,447633.6547,304286.0946,NA,110528.2242,105110.9,75521.66985,291417.4838,228099.464,48133.11923,128606.5711,55507.6858,179071.1341,323791.9275,158301.4647,405414.5251,29260.37416,57457.49325,93842.3785,99879.55111,137920.8267,95808.99438,NA,48325.54978,46129.85968,217450.2847,80314.15461,348693.1836,133527.6111,402920.1434,159413.7479,59738.34655,45971.74299,192278.0556,169131.0912
F984,91666.84222,NA,NA,44878.81708,127327.2624,95528.42169,21675.9335,194207.0487,128188.3638,320858.5831,363471.056,200168.0918,NA,63719.508,42371.76825,2597.790934,43183.82222,109207.8378,NA,291016.2757,165076.032,161283.4191,NA,106154.1715,90193.1376,67542.16725,58782.08222,NA,309044.1693,93511.76914,NA,125364.7843,NA,316443.3968,387172.7863,151270.4712,48673.59556,99492.129,158679.4625,447208.971,319303.402,NA,37026.3624,47039.14473,235588.4834,66613.64,69211.57756,14893.77951,67347.4995,NA,22467.43428,158245.0932,75877.88975,378778.4151,564759.1277,129440.6023,49099.16919,49664.4972,51030.34667,130051.6097,149095.778,78689.52622,54792.8304,25144.56,43474.96075,170592.8682,87686.26618,12798.97109,NA,71275.82471,NA,145311.4748,235125.8764,80791.5715,30927.58429,21912.66907,55891.52,71760.7782,NA,236696.1845,94290.68461,59235.15533,137676.8252,86202.82167,168756.2952,339057.429,140720.3835,512016.5084,15808.41522,109182.0713,58066.03345,82573.79,163298.9034,215972.1388,240874.3069,84390.04889,59883.9648,99767.86059,41578.43544
F985,NA,6719.933554,NA,39885.16889,25028.01816,247953.4128,331903.6927,NA,NA,NA,75925.78175,NA,21422.07,236016.3511,NA,89388.62879,NA,NA,240255.273,NA,NA,31358.16,40226.615,NA,63480.161,167017.3433,78835.61891,NA,5240.045001,163493.5212,54266.19567,40613.84227,NA,NA,NA,NA,18612.08895,NA,NA,18063.99488,102616.4796,50878.18935,100411.6074,51409.8188,NA,54419.87056,110858.2855,91789.30121,57729.868,235619.4525,108870.3949,109938.0256,18324.52035,70229.4975,308057.0937,326739.1344,NA,187320.3384,3540.627345,61766.43556,180350.3923,153260.3865,52117.92444,156073.84,130683.8616,22399.18509,74569.8395,155422.5131,112191.0257,294422.699,4822.998047,NA,114999.7925,70875.28809,NA,36504.73467,NA,76814.03927,25216.84835,101624.8285,2782484.395,1866537.78,1933422.742,18496.47614,143775.9954,NA,91348.59,98659.05586,373180.1934,NA,230575.4689,96034.2588,32199.31736,6823.884933,NA,400241.8356,551311.4018,13813.50712,29665.91681
F986,381268.212,25048.7712,123773.8808,NA,NA,186026.2371,139234.9,31174.2654,660744.7355,372697.2582,141009.9467,103274.2229,367326.6944,NA,198030.3726,NA,7514.060923,67354.35929,97136.14613,74823.70467,213541.3225,NA,54061.8018,7886.122528,NA,NA,NA,48333.432,14361.91143,124748.1644,258171.2179,44351.2122,206761.5636,202857.9849,NA,159719.2778,12888.70469,93842.0922,107463.66,163932.3205,162048.5685,19347.21191,8238.722053,28486.94282,239558.4622,NA,62769.45025,60945.4332,NA,111039.5471,87097.02,151018.784,76141.66817,NA,NA,NA,195211.6366,31491.82531,NA,8074.863007,465947.2551,NA,NA,129072.8214,58409.2164,403730.208,NA,NA,45356.9946,76701.45267,NA,210792.2346,648369.4422,NA,11118.05885,66124.8835,164302.7375,166130.3638,139008.9769,60561.4985,23241.42396,NA,NA,213509.9231,NA,93405.18267,64207.5815,84479.4925,38998.61835,NA,14202.67068,435762.1673,113035.773,NA,110109.5443,10637.25815,10979.63779,170147.5465,173777.6642
F987,201853.6291,5101.763881,1174396.386,104389.836,6827.325956,NA,15059.07079,1443168.03,173294.7674,97461.17651,70364.03882,324852.7482,116872.314,178490.4064,NA,166314.914,83039.03337,41498.59293,13929.85447,145728.5176,80629.96062,228368.5879,NA,22476.03238,65909.50688,49824.03333,223755.415,81246.35292,533710.5896,237568.1976,158125.7426,627783.5753,NA,590206.4427,13493.877,876753.8996,84583.36071,NA,NA,207176.8072,167315.0952,90471.29577,61972.23323,332639.5794,825818.6704,NA,126518.3644,212700.6972,29139.82712,14157.36951,3732.197357,9224.616438,135287.2608,50929.3413,73777.96033,152139.5174,3628.387835,122439.2828,106944.1571,294071.1556,NA,73776.05469,140090.1121,76726.19066,390745.4646,521549.2385,7430.784004,NA,73677.23602,263274.7408,234967.6016,247523.7673,4136.358701,145132.8259,NA,NA,NA,29582.77339,20491.7895,NA,119043.5123,42576.42267,331772.5445,329004.7244,332337.0314,10439.16076,94183.8776,3075.237584,46293.89255,48775.97822,64341.1374,213918.3604,116936.4972,237155.1084,421028.6946,66788.25111,129223.6756,80723.0178,77924.61091
F988,210507.0212,215631.1427,7224.535502,64085.40527,103084.5281,129409.671,261690.1966,80463.79333,125296.9338,463063.6778,127917.4118,177142.8846,59136.10977,197206.9616,NA,254023.6911,99562.09569,254424.0015,198320.7324,235984.689,335569.1202,211812.4761,235492.7303,207050.1458,119115.6171,297306.2181,40190.28691,86593.59675,139951.284,404879.3577,114701.1012,186685.1974,153230.2802,118761.1187,130134.0738,192862.4622,94169.09456,NA,145963.9375,231443.2633,208563.7288,103312.0195,80586.3192,93664.57132,105526.614,113864.4807,172019.7222,124669.34,248271.0578,181343.5599,202759.6787,34688.678,120023.0819,212576.1833,251095.3722,151093.9771,475897.7901,148833.1392,66207.54444,112112.0069,158109.8857,223988.1396,20190.28969,199273.5856,152812.1557,4508.085807,159366.44,9733.761108,98372.88456,89035.31636,77506.8125,91691.65636,NA,155969.1114,17596.77917,218968.2078,165910.4256,68018.51111,498034.9074,259662.4712,96398.08294,78279.41879,92824.3362,47775.82352,106322.5746,324552.2325,50213.16667,191374.9182,99613.28892,377340.9518,142057.4465,37642.99363,264021.8712,84404.22997,148372.86,123525.3985,27664.83158,485831.9689,372193.1738
F989,360037.86,142211.2067,583983.9888,NA,28280.6454,181972.1018,198860.3965,NA,393926.451,117986.2386,134577.7817,118316.4889,398044.0703,NA,291224.3933,NA,19543.28255,NA,215910.66,49254.22857,138771.6752,NA,94983.45556,NA,84968.6568,34110.9325,NA,21361.02105,49346.03143,243855.3354,85507.22273,NA,158571.4728,216811.6847,134941.9375,18656.8644,142686.1364,332451.175,180552.9525,129994.7549,237231.939,261387.928,116045.3093,188963.364,39172.941,NA,44119.04738,5169.206489,35328.1068,219623.5203,246817.0685,116960.256,NA,102600.4911,61267.52925,160679.6596,228531.2565,55223.48571,392050.7462,7884.401093,68927.56325,546764.3309,NA,NA,421674.3048,502037.2849,153403.5669,NA,77938.158,NA,575848.1659,105690.8644,190912.3274,71519.71333,210326.7009,210764.272,474758.2235,210950.9472,82651.9905,201767.4858,3454.435059,NA,NA,59029.82433,26928.6264,98226.492,96699.63333,99206.05111,138406.3622,NA,14138.96561,537755.6041,137971.7133,521277.688,190509.3335,132997.2137,83904.13111,175543.1373,133500.8977
F990,68912.24963,350482.1169,82873.55338,24087.8898,52880.44143,119160.4451,85060.33643,NA,146016.4553,294313.0836,274126.325,55727.32786,425583.8022,NA,286925.3388,22099.36509,55382.63147,NA,122269.6844,88169.5992,288472.5828,49380.1242,72430.06629,25829.0508,249709.8158,114902.0933,NA,59747.34791,58773.80005,147888.6284,135871.9715,32248.896,314660.2212,169447.6111,230319.0626,96031.442,101455.0422,168867.4877,561217.9343,173419.9253,152425.6742,123476.2778,176564.4314,187165.4124,102290.1822,4075.196457,126359.6479,90309.10629,103508.8663,108124.172,360874.5101,220357.0066,46784.8464,144070.3464,197441.2771,194918.759,51776.38286,81334.66629,88931.13124,53119.17544,530582.2209,73252.12777,NA,30694.99163,138734.4715,53090.15594,299518.9529,27139.1622,191829.467,68488.73961,73963.42389,NA,239962.9303,185081.3033,211956.2711,93682.18886,135945.1475,579420.4102,80763.13625,191267.5391,76590.525,NA,52393.968,204760.4442,191679.8749,183503.7527,122479.8843,127875.3891,157889.8764,NA,64186.56665,75298.75781,25517.7372,242791.6806,115056.7489,185657.9141,8186.14759,148744.7564,148112.1396
F991,136226.8927,341385.3122,NA,338889.9869,48854.24056,220703.382,339796.425,599775.1156,98926.03609,143469.4745,82280.54027,386767.9235,89171.98071,302921.2455,160399.2125,434320.3884,531723.4875,282055.1106,70580.5014,337891.1722,NA,265755.3297,136749.016,140101.0015,139781.5575,78163.91556,470098.4981,259363.2722,211817.2018,178028.717,161615.6131,595270.5174,195847.7594,75054.65978,NA,85338.06034,555564.8921,NA,123712.3329,141409.2138,160245.5108,308252.9775,420485.5067,217243.5473,155466.1722,313587.9949,364466.406,322980.689,227120.8363,33619.28915,488319.624,133916.0095,216491.6682,111620.8926,160790.2236,177707.3807,110358.2133,240076.0524,125441.6605,294666.3048,22353.52496,50616.09367,536504.2204,205432.5412,NA,20116.16188,166891.8686,459628.4272,307431.5206,354028.6957,154160.1939,46588.01638,NA,244395.4823,74845.93131,204164.0639,50555.22583,NA,247244.3782,NA,179155.9878,206865.6698,200647.1186,277858.0225,NA,NA,165342.4306,25655.07771,337882.2522,322976.4703,234424.3717,447902.2471,136180.5274,137910.991,194526.6542,19091.99754,144877.5278,199074.0668,190633.1636
F992,110853.5269,25776.10913,193540.2726,74503.86433,14768.76918,35933.66108,27624.59636,NA,65713.93562,537497.3892,37840.5672,22645.95958,40282.91782,407674.1394,2882.14654,19220.26567,31004.07578,125266.9988,202277.4749,1709740.201,427097.7975,439378.8164,232570.7573,46615.34133,81768.45102,123717.6582,102259.9069,109329.3098,8801.5938,295376.7384,135550.4151,149544.9378,108151.1637,464193.962,279302.8238,118439.3054,41463.12599,NA,35438.39551,247056.1868,58631.25418,40086.11166,23269.06061,32601.62954,32378.83833,53648.94759,161710.1375,189870.3642,657173.7464,197829,83110.53617,80980.46687,111952.1933,1284618.896,67862.91866,161834.4681,91481.2974,93612.95278,81698.602,NA,NA,64019.65,2264.199982,47957.05922,52252.44719,98049.96207,129715.294,9600.1545,36436.75357,17354.82082,252974.5542,147794.5724,189315.0626,80478.3058,NA,171639.715,106378.4514,18449.78174,237584.1624,508948.4844,NA,294107.4275,125435.4336,NA,571009.9711,1138124.605,109944.9681,276457.6514,31155.34423,476921.6157,96142.00474,10935.97438,84825.35115,123445.5159,248576.7998,109526.1474,74244.43627,426838.884,367551.1206
F993,147230.8373,124911.904,66758.92955,57061.11236,188641.4816,149886.1714,41265.09556,210322.2211,157669.6078,184044.3563,214902.1728,228861.0937,282032.1976,122396.3695,68934.0108,140318.6792,55360.9374,203761.6287,394417.5709,136526.9457,240677.4,49555.737,227509.3537,140916.1556,193934.4036,438454.3231,540051.831,144537.4083,296862.0534,470008.2014,474469.0784,193454.4797,1167337.225,102114.6651,261329.5796,164969.2674,193590.9695,153905.4012,1303391.562,363178.6494,194694.3663,103340.2851,NA,407283.1405,161082.4742,103842.2834,210375.6949,286575.2874,63659.64,403465.419,446758.6117,192816.9457,115986.5813,389938.5041,957913.2066,79511.301,146618.0967,51907.48436,155617.241,171738.0639,73157.6982,10540.876,197162.0039,254690.9708,201889.2231,93231.9246,113833.3917,328960.7708,219110.2648,186308.2811,70844.85917,69292.221,265953.5157,104047.342,158898.8519,113017.6934,260703.3492,89929.7184,392279.5853,928131.97,728439.8988,92482.276,110996.7911,194682.2725,450732.4296,272634.4557,118108.9546,261673.8502,210936.4387,116163.2759,220762.1515,200554.2018,114349.1051,204697.8608,153463.425,216536.174,296507.6267,180930.8927,94990.56
F994,266335.7694,486881.9611,159992.1629,106300.9569,141301.355,70375.11855,80759.9364,35738.85382,102914.9943,148902.6918,180720.9441,63666.6246,107290.0335,183157.4647,127109.9177,259120.8933,11497.89824,74669.69778,101558.7858,206232.9134,286102.1897,239508.4288,188570.0222,76129.33371,121490.6712,93156.30545,38891.2506,80406.7152,96275.00324,110093.6422,49978.56938,130819.0068,171225.6228,190160.9948,189334.8328,120290.7355,104622.2342,134970.4104,144286.7416,257320.9252,143913.4645,26060.95778,56593.29857,43807.82183,150878.191,84225.83273,140684.5217,126848.3978,52084.35682,109273.6906,178832.7006,238529.3601,183206.4284,156062.1406,118502.7192,269533.3357,211494.9644,73748.74182,150848.4018,106844.9998,39514.90164,55604.416,182530.6582,324921.5302,142554.0585,27481.86,206366.7193,117104.7222,108796.1076,155549.9884,63249.5442,161218.9338,195001.0518,143549.3012,154027.0335,119283.736,102277.4934,94054.71654,156521.6472,122259.8065,85131.14867,184513.4728,159097.224,72729.5985,165335.4793,227120.9732,85413.23636,224340.7777,86138.65018,215339.2092,283884.0833,81018.20443,153444.2386,140644.899,198233.9238,124965.6073,87794.018,168911.5671,135931.7731
F995,129650.1863,90273.04282,530917.9522,114382.06,43065.27933,82055.08636,112343.2998,147158.4261,188727.8832,53332.47071,64239.97705,77507.37778,73443.70527,57755.68457,13899.7215,129591.8962,107320.0585,56852.91071,52447.85784,20201.71886,239166.6615,81366.5988,167324.2835,42674,37389.22909,26285.36541,75062.4984,133981.6679,109074.4989,124445.782,31090.235,73522.25333,39423.69284,171714.9085,73973.28554,35243.25943,293253.2383,NA,105067.0269,71138.02629,83196.564,155413.0104,85840.4235,94820.934,91945.3525,124952.6363,82948.516,22796.592,125507.4767,40603.4754,17273.17242,107547.4725,77124.23111,25028.35575,11160.23563,134708.4462,85947.58,108536.3392,66266.883,129354.1242,28346.38182,NA,105438.012,32410.74104,25829.66892,286913.9357,118401.7371,99076.48908,50452.45568,87654.33182,61139.244,73060.9421,105562.8933,106882.9175,37679.67771,102539.9148,47840.5188,95698.03098,79377.29981,30981.69,154452.4554,78516.7965,84368.74225,59485.8426,43679.842,NA,70347.93071,25205.4258,113510.5265,129488.4972,89324.29262,164912.0342,98437.85193,103434.6333,75779.26714,61341.2758,68345.23143,123795.0068,132193.4525
F996,67064.37833,349246.1689,330285.8007,20047.7976,10155.83738,NA,NA,11023.84718,26258.80358,NA,123362.0052,25987.701,89505.6534,34840.18214,114153.9064,NA,2977.391724,92199.97727,478808.2992,NA,246089.4096,NA,430825.6651,42293.934,NA,NA,NA,82245.6606,NA,17495.11707,NA,NA,617172.1532,86010.83867,21247.50989,11284.36991,134744.9,298373.4711,288463.6383,NA,40138.80357,21965.30517,NA,NA,118326.1086,NA,NA,45553.274,NA,494925.9759,140136.5789,226743.5,26357.8848,NA,37836.576,NA,142593.6024,NA,110381.1622,NA,201968.1822,124098.696,NA,141373.293,NA,231257.4972,NA,129143.7712,113475.2288,NA,345918.6182,180749.7745,214355.5933,NA,8756.228446,117234.3465,265112.1525,207089.7756,226841.8368,507639.7257,254583.3309,NA,40619.79933,NA,NA,NA,NA,79768.7,55731.98517,NA,134745.1532,648838.2575,8344.490104,66848.84633,NA,52944.03883,80022.242,80017.78667,NA
F997,978554.0808,477301.3937,364411.459,37638.05553,159978.1065,101412.7952,134530.5528,29385.32034,389987.8309,109696.4314,47910.86364,257724.7554,411447.6328,15654.48338,99407.09162,7632.873891,45078.02061,31688.1324,36286.03962,23619.68689,590045.544,64015.08288,495094.3908,94745.99673,221565.4902,125551.5169,67013.35507,50827.932,63374.35964,175731.7942,381576.6461,25420.0308,360548.3227,301808.2273,390049.0587,162927.4315,115057.3158,220657.4832,189868.0504,204994.9776,159620.2221,104361.4095,55807.41314,26658.60167,276159.5766,95759.0715,14044.35649,38936.8965,9541.241455,59923.83889,218366.4042,177323.6759,53441.902,101610.3662,47915.22909,78548.28059,564897.4854,125832.4789,388258.8219,94084.97621,237511.9136,592607.8284,1725.869551,34768.95804,193884.6386,438729.6323,102273.22,NA,51807.02986,16695.32458,290791.4991,99901.2851,221036.3019,89404.93021,97700.61542,230164.2196,537928.9487,491406.6912,169273.7766,357870.96,NA,45173.43472,39980.42445,18274.707,NA,NA,68875.69765,363418.2797,60067.5927,49205.98632,151154.7264,284200.3028,198648.7039,293643.4995,424506.0276,41386.125,38174.46355,88654.49817,69800.33631
